country,equipment_type,destroyed,abandoned,captured,damaged,type_total
Russia,All Types,1207,232,913,41,2393
Russia,Tanks,194,42,168,6,410
Russia,Armoured Fighting Vehicles,132,32,115,0,279
Russia,Infantry Fighting Vehicles,218,31,148,2,399
Russia,Armoured Personnel Carriers,21,17,45,1,84
Russia,Mine-Resistant Ambush Protected,9,3,5,0,17
Russia,Infantry Mobility Vehicles,44,5,23,2,74
Russia,Communications Stations,4,5,6,0,15
Russia,Engineering Vehicles And Equipment,23,13,37,0,73
Russia,Heavy Mortars,3,0,8,0,11
Russia,Towed Artillery,9,5,30,4,48
Russia,Self-Propelled Artillery,25,14,33,3,75
Russia,Multiple Rocket Launchers,18,5,23,0,46
Russia,Anti-Aircraft Guns,0,0,3,0,3
Russia,Self-Propelled Anti-Aircraft Guns,5,3,3,0,11
Russia,Surface-To-Air Missile Systems,22,7,12,1,42
Russia,Radars,1,0,3,0,4
Russia,Jammers And Deception Systems,2,0,2,2,6
Russia,Aircraft,18,0,0,1,19
Russia,Helicopters,33,1,1,3,38
Russia,Unmanned Aerial Vehicles,14,0,7,0,21
Russia,Naval Ships,1,0,0,2,3
Russia,Logistics Trains,2,0,0,0,2
Russia,"Trucks, Vehicles and Jeeps",409,59,210,16,694
Ukraine,All Types,296,37,322,19,674
Ukraine,Tanks,35,9,44,2,90
Ukraine,Armoured Fighting Vehicles,26,4,36,0,66
Ukraine,Infantry Fighting Vehicles,34,9,29,2,74
Ukraine,Armoured Personnel Carriers,5,2,22,1,30
Ukraine,Infantry Mobility Vehicles,15,1,31,1,48
Ukraine,Engineering Vehicles,2,0,7,0,9
Ukraine,Towed Artillery,8,3,11,3,25
Ukraine,Self-Propelled Artillery,10,1,7,1,19
Ukraine,Multiple Rocket Launchers,7,0,5,0,12
Ukraine,Anti-Aircraft Guns,0,0,2,0,2
Ukraine,"Self-Propelled Anti-Aircraft Guns
",0,0,1,0,1
Ukraine,"Surface-To-Air Missile Systems
",30,1,5,0,36
Ukraine,Radars And Communications Equipment,7,1,3,3,14
Ukraine,Aircraft,11,0,0,1,12
Ukraine,Helicopters,2,0,0,0,2
Ukraine,Unmanned Aerial Vehicles,11,0,2,0,13
Ukraine,Naval Ships,2,0,12,0,14
Ukraine,"Trucks, Vehicles and Jeeps",78,5,117,5,205
